Java HotSpot(TM) 64-Bit Server VM (25.181-b13) for bsd-amd64 JRE (1.8.0_181-b13), built on Jul  7 2018 01:02:31 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 33554432k(1403700k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=268435456 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2020-10-28T20:44:03.705-0800: 0.109: [GC (Allocation Failure) [PSYoungGen: 65536K->10745K(76288K)] 65536K->21351K(251392K), 0.0073098 secs] [Times: user=0.01 sys=0.04, real=0.01 secs] 
2020-10-28T20:44:03.726-0800: 0.130: [GC (Allocation Failure) [PSYoungGen: 76281K->10735K(76288K)] 86887K->47459K(251392K), 0.0112560 secs] [Times: user=0.01 sys=0.08, real=0.01 secs] 
2020-10-28T20:44:03.745-0800: 0.149: [GC (Allocation Failure) [PSYoungGen: 76271K->10747K(76288K)] 112995K->69450K(251392K), 0.0083217 secs] [Times: user=0.02 sys=0.04, real=0.01 secs] 
2020-10-28T20:44:03.764-0800: 0.168: [GC (Allocation Failure) [PSYoungGen: 76224K->10741K(76288K)] 134926K->95014K(251392K), 0.0103929 secs] [Times: user=0.03 sys=0.06, real=0.01 secs] 
2020-10-28T20:44:03.782-0800: 0.186: [GC (Allocation Failure) [PSYoungGen: 75765K->10744K(76288K)] 160039K->118872K(251392K), 0.0099456 secs] [Times: user=0.03 sys=0.06, real=0.01 secs] 
2020-10-28T20:44:03.802-0800: 0.205: [GC (Allocation Failure) [PSYoungGen: 75850K->10735K(40448K)] 183977K->140697K(215552K), 0.0092469 secs] [Times: user=0.03 sys=0.05, real=0.01 secs] 
2020-10-28T20:44:03.815-0800: 0.219: [GC (Allocation Failure) [PSYoungGen: 40334K->16213K(58368K)] 170296K->151310K(233472K), 0.0024957 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2020-10-28T20:44:03.823-0800: 0.227: [GC (Allocation Failure) [PSYoungGen: 45787K->20860K(58368K)] 180884K->158066K(233472K), 0.0028924 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-10-28T20:44:03.831-0800: 0.235: [GC (Allocation Failure) [PSYoungGen: 50339K->28013K(58368K)] 187545K->168035K(233472K), 0.0036335 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-10-28T20:44:03.835-0800: 0.239: [Full GC (Ergonomics) [PSYoungGen: 28013K->0K(58368K)] [ParOldGen: 140022K->139293K(175104K)] 168035K->139293K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0160196 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-10-28T20:44:03.856-0800: 0.260: [GC (Allocation Failure) [PSYoungGen: 29127K->10270K(58368K)] 168421K->149563K(233472K), 0.0014857 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-10-28T20:44:03.865-0800: 0.269: [GC (Allocation Failure) [PSYoungGen: 39707K->11240K(58368K)] 179001K->160261K(233472K), 0.0043117 secs] [Times: user=0.02 sys=0.02, real=0.00 secs] 
2020-10-28T20:44:03.869-0800: 0.273: [Full GC (Ergonomics) [PSYoungGen: 11240K->0K(58368K)] [ParOldGen: 149020K->151114K(175104K)] 160261K->151114K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0130702 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-10-28T20:44:03.888-0800: 0.292: [Full GC (Ergonomics) [PSYoungGen: 29359K->0K(58368K)] [ParOldGen: 151114K->158409K(175104K)] 180474K->158409K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0164899 secs] [Times: user=0.12 sys=0.02, real=0.02 secs] 
2020-10-28T20:44:03.909-0800: 0.313: [Full GC (Ergonomics) [PSYoungGen: 29073K->0K(58368K)] [ParOldGen: 158409K->165122K(175104K)] 187483K->165122K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0154631 secs] [Times: user=0.12 sys=0.01, real=0.02 secs] 
2020-10-28T20:44:03.930-0800: 0.334: [Full GC (Ergonomics) [PSYoungGen: 29627K->0K(58368K)] [ParOldGen: 165122K->172115K(175104K)] 194749K->172115K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0169132 secs] [Times: user=0.13 sys=0.02, real=0.01 secs] 
2020-10-28T20:44:03.952-0800: 0.356: [Full GC (Ergonomics) [PSYoungGen: 29561K->2603K(58368K)] [ParOldGen: 172115K->174825K(175104K)] 201677K->177429K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0158350 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-10-28T20:44:03.972-0800: 0.376: [Full GC (Ergonomics) [PSYoungGen: 29696K->9758K(58368K)] [ParOldGen: 174825K->174692K(175104K)] 204521K->184451K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0148012 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-10-28T20:44:03.990-0800: 0.394: [Full GC (Ergonomics) [PSYoungGen: 29274K->13634K(58368K)] [ParOldGen: 174692K->174959K(175104K)] 203966K->188593K(233472K), [Metaspace: 2711K->2711K(1056768K)], 0.0172839 secs] [Times: user=0.15 sys=0.00, real=0.01 secs] 
